Permutation,BlockType,ShaderType,SPF1,SPF2,Occurrences,UniqueNifs,UniqueMaterials,ExampleNifs,TopMaterials,SummaryCount,Delta_MapMinusSummary,SPF1_int,SPF2_int,SPF1_flags,SPF2_flags,Meshes_total,Meshes_unique,trees,architecture,actors,decals,other,DominantClass
BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=35651617,BSLightingShaderProperty,Default,2151678465,35651617,5,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\RadStag\RadStagFrontLegReplace.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\RadStag\RadStagPantomLimbReplace.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\RadStag\RadStagRearLegReplace.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\RadStag\RadStagTorsoReplace.nif,,5,0,2151678465,35651617,"Specular, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Vertex_Colors, Anisotropic_Lighting, Alpha_Test",5,4,0,0,5,0,0,actors
BSEffectShaderProperty|Default|SPF1=3758096480|SPF2=1073741856,BSEffectShaderProperty,Default,3758096480,1073741856,5,3,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Cluster01ProjectileLobber.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionSplash.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\SwanWaterSplash.nif,,5,0,3758096480,1073741856,"GreyscaleToPalette_Alpha, Use_Falloff, External_Emittance, Soft_Effect, ZBuffer_Test","Vertex_Colors, Effect_Lighting",5,3,0,0,0,5,0,decals
BSEffectShaderProperty|Default|SPF1=3221225488|SPF2=56,BSEffectShaderProperty,Default,3221225488,56,5,3,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionBottleCapMine.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionGrenadeFrag.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionGrenadePlasma.nif,,5,0,3221225488,56,"GreyscaleToPalette_Color, Soft_Effect, ZBuffer_Test","No_Fade, Double_Sided, Vertex_Colors",5,3,0,0,0,5,0,decals
BSEffectShaderProperty|Default|SPF1=3221225536|SPF2=0,BSEffectShaderProperty,Default,3221225536,0,5,3,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\GrenadeArcTarget.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\testGrenadeArcSphere01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\testGrenadeArcSphere02.nif,,5,0,3221225536,0,"Use_Falloff, Soft_Effect, ZBuffer_Test",,5,3,0,0,0,5,0,decals
BSEffectShaderProperty|Default|SPF1=3758096514|SPF2=1073741856,BSEffectShaderProperty,Default,3758096514,1073741856,5,3,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\GlowingSeaMuckPools\GSMuckPool_WaterPlaneL01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\GlowingSeaMuckPools\GSMuckPool_WaterPlaneS01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\GlowingSeaMuckPools\GSMuckPool_WaterPlaneS02.nif,,5,0,3758096514,1073741856,"Skinned, Environment_Mapping, External_Emittance, Soft_Effect, ZBuffer_Test","Vertex_Colors, Effect_Lighting",5,3,0,5,0,0,0,architecture
BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741952,BSEffectShaderProperty,Default,2684354752,1073741952,5,2,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM002216E0.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0022B188.NIF,,5,0,2684354752,1073741952,"Use_Falloff, Environment_Mapping, External_Emittance, ZBuffer_Test","Transform_Changed, Effect_Lighting",5,2,0,0,0,0,5,other
BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=67108913,BSLightingShaderProperty,Default,2151678473,67108913,5,2,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\SandbagWalls\SandbagExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\SandbagWalls\SandbagSmallExplosion.nif,,5,0,2151678473,67108913,"Specular, Vertex_Alpha, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Double_Sided, Vertex_Colors, Gradient_Remap",5,2,0,0,0,0,5,other
BSLightingShaderProperty|Default|SPF1=2353005057|SPF2=67108873,BSLightingShaderProperty,Default,2353005057,67108873,5,2,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\City\RoadIntRampDown02a.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\City\RoadIntRampDown02aSW01.nif,,5,0,2353005057,67108873,"Specular, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test","ZBuffer_Write, No_Fade, Gradient_Remap",5,2,0,5,0,0,0,architecture
BSEffectShaderProperty|Default|SPF1=3221225792|SPF2=0,BSEffectShaderProperty,Default,3221225792,0,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\AlienBlasterProjectile01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\PlasmaProjectile01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\PlasmaProjectileSmall.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Ammo\GaussRifleAmmo\ProjectileGauss.nif,,4,0,3221225792,0,"Use_Falloff, RGB_Falloff, Soft_Effect, ZBuffer_Test",,4,4,0,0,0,3,1,decals
BSEffectShaderProperty|Default|SPF1=2684354656|SPF2=1073741856,BSEffectShaderProperty,Default,2684354656,1073741856,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Cluster01Projectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ClusterMiniProjectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Rocket01Projectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\RocketMiniProjectile01.nif,,4,0,2684354656,1073741856,"GreyscaleToPalette_Alpha, Use_Falloff, External_Emittance, ZBuffer_Test","Vertex_Colors, Effect_Lighting",4,4,0,0,0,4,0,decals
BSEffectShaderProperty|Default|SPF1=2147483680|SPF2=48,BSEffectShaderProperty,Default,2147483680,48,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\DefaultTracerBeam.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FragTracerBeam.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\IncendiaryTracerBeam.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MirelurkKingProjectileBeam.nif,,4,0,2147483680,48,"GreyscaleToPalette_Alpha, ZBuffer_Test","Double_Sided, Vertex_Colors",4,4,0,0,0,4,0,decals
BSEffectShaderProperty|Default|SPF1=3221225504|SPF2=33,BSEffectShaderProperty,Default,3221225504,33,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MPSGammaImpact.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MPSShockImpact.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MPSShockImpactV111.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ShaderParticles\AlienDisintegrateFXS.nif,,4,0,3221225504,33,"GreyscaleToPalette_Alpha, Soft_Effect, ZBuffer_Test","ZBuffer_Write, Vertex_Colors",4,4,0,0,0,4,0,decals
BSEffectShaderProperty|Default|SPF1=3221225480|SPF2=48,BSEffectShaderProperty,Default,3221225480,48,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MQ203AnimatedLight01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MQ203AnimatedLight02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MQ203CharacterFadeFX.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\Vault_HologramProjector.nif,,4,0,3221225480,48,"Vertex_Alpha, Soft_Effect, ZBuffer_Test","Double_Sided, Vertex_Colors",4,4,0,1,0,3,0,decals
BSEffectShaderProperty|Default|SPF1=2684354560|SPF2=1073741841,BSEffectShaderProperty,Default,2684354560,1073741841,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\CryoPodLoadScreenArt01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Furniture\CryoPod\CryoPod00.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Furniture\CryoPod\CryoPod01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Furniture\CryoPod\CryoPod02.nif,,4,0,2684354560,1073741841,"External_Emittance, ZBuffer_Test","ZBuffer_Write, Double_Sided, Effect_Lighting",4,4,0,3,0,0,1,architecture
BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741841,BSEffectShaderProperty,Default,2684354752,1073741841,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\LS_VertibirdFlying.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\LS_VertibirdLanding.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Vehicles\Vertibird\Vertibird02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Vehicles\Vertibird\Vertibird03.nif,,4,0,2684354752,1073741841,"Use_Falloff, Environment_Mapping, External_Emittance, ZBuffer_Test","ZBuffer_Write, Double_Sided, Effect_Lighting",4,4,0,0,0,0,4,other
BSLightingShaderProperty|GlowShader|SPF1=2151678464|SPF2=65,BSLightingShaderProperty,GlowShader,2151678464,65,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\MemoryLounger01LoadScreenArt01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Furniture\MemoryLounge\MemoryLounger01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\DeskLamp02On.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\EmergencyLightOn01.nif,,4,0,2151678464,65,"Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Glow_Map",4,4,0,1,0,0,3,other
BSEffectShaderProperty|Default|SPF1=2147483712|SPF2=33,BSEffectShaderProperty,Default,2147483712,33,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Markers\MarkerDummy01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Markers\MarkerDummy02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Markers\MarkerScrewdriver_LowHeight.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Markers\MarkerScrewdriver_MediumHeight.nif,,4,0,2147483712,33,"Use_Falloff, ZBuffer_Test","ZBuffer_Write, Vertex_Colors",4,4,0,0,0,0,4,other
BSEffectShaderProperty|Default|SPF1=2147483664|SPF2=0,BSEffectShaderProperty,Default,2147483664,0,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\CreateABot\JAMAssaultron.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\SuperMutantBehemoth\SuperMutantSlamExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\EffectsTemplates\ExplosionTemplate.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Vault\SetDressing\VltRadScanner01.nif,,4,0,2147483664,0,"GreyscaleToPalette_Color, ZBuffer_Test",,4,4,0,1,2,1,0,actors
BSLightingShaderProperty|Default|SPF1=2353005064|SPF2=33,BSLightingShaderProperty,Default,2353005064,33,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\ParkingGarage\PGarageInWall1x2Str02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\ParkingGarage\PGarageInWall1x2Str03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\PaperDebris\PaperDebris01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\PaperDebris\PaperDebris02.nif,,4,0,2353005064,33,"Vertex_Alpha, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test","ZBuffer_Write, Vertex_Colors",4,4,0,2,0,0,2,architecture
BSLightingShaderProperty|EnvironmentMap|SPF1=2353005187|SPF2=129,BSLightingShaderProperty,EnvironmentMap,2353005187,129,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Clothes\Vault111Suit\FemaleVault111Suit.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Clothes\Vault111Suit\Vault111Suit.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Clothes\Vault111Suit\VaultSuitChild.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Eyebot\CharacterAssets\EyeBot_BoS.nif,,4,0,2353005187,129,"Specular, Skinned, Environment_Mapping, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test","ZBuffer_Write, Transform_Changed",4,4,0,0,1,0,3,other
BSLightingShaderProperty|Default|SPF1=2353005057|SPF2=0,BSLightingShaderProperty,Default,2353005057,0,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\DecalsPlaced\DecalWood01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\DecalsPlaced\DecalWood02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\DecalsPlaced\DecalWood03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\DecalsPlaced\DecalWood04.nif,,4,0,2353005057,0,"Specular, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",,4,4,0,0,0,4,0,decals
BSLightingShaderProperty|GlowShader|SPF1=2151678467|SPF2=65,BSLightingShaderProperty,GlowShader,2151678467,65,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\RedRocket\RedR_ButtonBox.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\RedRocket\RedR_ButtonBoxNoPost.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Vault\Rooms\VltElevator\VltElevator.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Vault\Rooms\VltElevator\VltElevatorExterior.nif,,4,0,2151678467,65,"Specular, Skinned, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Glow_Map",4,4,0,4,0,0,0,architecture
BSLightingShaderProperty|Default|SPF1=2353005058|SPF2=137,BSLightingShaderProperty,Default,2353005058,137,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Pipboy\CharacterAssets\PipboyLowVault81.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Turret\CharacterAssets\TurretStanding.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Turret\CharacterAssets\TurretStandingCart.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Turret\CharacterAssets\TurretStandingMounted.nif,,4,0,2353005058,137,"Skinned, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test","ZBuffer_Write, No_Fade, Transform_Changed",4,4,0,0,3,0,1,actors
BSEffectShaderProperty|Default|SPF1=2684354736|SPF2=1073742000,BSEffectShaderProperty,Default,2684354736,1073742000,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00101AD7.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM001ED555.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM001ED559.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM001F13F7.NIF,,4,0,2684354736,1073742000,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, Environment_Mapping, External_Emittance, ZBuffer_Test","Double_Sided, Vertex_Colors, Transform_Changed, Effect_Lighting",4,4,0,0,0,0,4,other
BSLightingShaderProperty|GlowShader|SPF1=2151678465|SPF2=209,BSLightingShaderProperty,GlowShader,2151678465,209,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0013463C.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0013463E.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00134641.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00135CF7.NIF,,4,0,2151678465,209,"Specular, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Double_Sided, Glow_Map, Transform_Changed",4,4,0,0,0,0,4,other
BSLightingShaderProperty|EnvironmentMap|SPF1=2353005193|SPF2=145,BSLightingShaderProperty,EnvironmentMap,2353005193,145,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM002040F6.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM002040F8.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM002040FA.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0020412D.NIF,,4,0,2353005193,145,"Specular, Vertex_Alpha, Environment_Mapping, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test","ZBuffer_Write, Double_Sided, Transform_Changed",4,4,0,0,0,0,4,other
BSEffectShaderProperty|Default|SPF1=2147483712|SPF2=160,BSEffectShaderProperty,Default,2147483712,160,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00226740.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0022B852.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0022B98C.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00247988.NIF,,4,0,2147483712,160,"Use_Falloff, ZBuffer_Test","Vertex_Colors, Transform_Changed",4,4,0,0,0,0,4,other
BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=161,BSLightingShaderProperty,Default,2151711233,161,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0022B990.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM002390B7.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00246AF0.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00246B0B.NIF,,4,0,2151711233,161,"Specular, Cast_Shadows, Refraction, Own_Emit, ZBuffer_Test","ZBuffer_Write, Vertex_Colors, Transform_Changed",4,4,0,0,0,0,4,other
BSEffectShaderProperty|Default|SPF1=2684354688|SPF2=1073741857,BSEffectShaderProperty,Default,2684354688,1073741857,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Dunwich\DunwichCustomKnobs.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\ConstructionLight_Floor.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\ConstructionLight_Standing.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Brain\Vault\V111RPit2StairsRaisedMid02Memory.nif,,4,0,2684354688,1073741857,"Environment_Mapping, External_Emittance, ZBuffer_Test","ZBuffer_Write, Vertex_Colors, Effect_Lighting",4,4,0,1,0,0,3,other
BSEffectShaderProperty|Default|SPF1=2684354736|SPF2=1073741840,BSEffectShaderProperty,Default,2684354736,1073741840,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FederalistFurniture\FederalistDisplayBoxMidShortIntact01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FederalistFurniture\FederalistDisplayBoxMidShortIntactLid01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FederalistFurniture\FederalistDisplayBoxWallShortIntact01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FederalistFurniture\FederalistDisplayBoxWallShortIntactLid01.nif,,4,0,2684354736,1073741840,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, Environment_Mapping, External_Emittance, ZBuffer_Test","Double_Sided, Effect_Lighting",4,4,0,0,0,0,4,other
BSEffectShaderProperty|Default|SPF1=2885681152|SPF2=1073741857,BSEffectShaderProperty,Default,2885681152,1073741857,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\EmergencyLightOn01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\RoundLamp01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\TrackLighting02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\TrackLighting03.nif,,4,0,2885681152,1073741857,"Decal, Dynamic_Decal, External_Emittance, ZBuffer_Test","ZBuffer_Write, Vertex_Colors, Effect_Lighting",4,4,0,0,0,0,4,other
BSLightingShaderProperty|GlowShader|SPF1=2151678473|SPF2=97,BSLightingShaderProperty,GlowShader,2151678473,97,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\FlourescentLight02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\FlourescentLight03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\FlourescentLightThin01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\FlourescentLightThinHanging01.nif,,4,0,2151678473,97,"Specular, Vertex_Alpha, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Vertex_Colors, Glow_Map",4,4,0,0,0,0,4,other
BSLightingShaderProperty|FaceTint|SPF1=2151679489|SPF2=33,BSLightingShaderProperty,FaceTint,2151679489,33,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedBody01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedBody02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedBody03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedBody08.nif,,4,0,2151679489,33,"Specular, Cast_Shadows, Face, Own_Emit, ZBuffer_Test","ZBuffer_Write, Vertex_Colors",4,4,0,0,0,0,4,other
BSLightingShaderProperty|Default|SPF1=2151678481|SPF2=2097200,BSLightingShaderProperty,Default,2151678481,2097200,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedHead01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedHead03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedHead04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedHead05.nif,,4,0,2151678481,2097200,"Specular, GreyscaleToPalette_Color, Cast_Shadows, Own_Emit, ZBuffer_Test","Double_Sided, Vertex_Colors, Anisotropic_Lighting",4,4,0,0,0,0,4,other
BSLightingShaderProperty|Default|SPF1=2151677969|SPF2=49,BSLightingShaderProperty,Default,2151677969,49,4,4,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedHead01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedHead03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedHead04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Raider\RaiderDismemberedHead05.nif,,4,0,2151677969,49,"Specular, GreyscaleToPalette_Color, Own_Emit, ZBuffer_Test","ZBuffer_Write, Double_Sided, Vertex_Colors",4,4,0,0,0,0,4,other
