Permutation,BlockType,ShaderType,SPF1,SPF1_int,SPF1_hex,SPF1_flags_strict,SPF2,SPF2_int,SPF2_hex,SPF2_flags_strict,Occurrences,UniqueNifs,Meshes_total,Meshes_unique,trees,architecture,actors,decals,other,DominantClass,ExampleNifs,TopMaterials,SummaryCount,Delta_MapMinusSummary
BSEffectShaderProperty|Default|SPF1=3758096392|SPF2=1073741856,BSEffectShaderProperty,Default,3758096392,3758096392,0xE0000008,"Vertex_Alpha, External_Emittance, Soft_Effect, ZBuffer_Test",1073741856,1073741856,0x40000020,"Vertex_Colors, Effect_Lighting",10,5,10,5,0,0,0,10,0,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MPSSmokeGunSmokeSmall.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\WaterOldGulletSinkholeWhirlPool.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\WaterQuarrySplashFX.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Ambient\FXFallingDebrisStone256.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Ambient\FXFallingDebrisStone512.nif,,10,0
BSEffectShaderProperty|Default|SPF1=2147483762|SPF2=33,BSEffectShaderProperty,Default,2147483762,2147483762,0x80000072,"Skinned, GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, Use_Falloff, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",10,5,10,5,0,10,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Brain\NeuronBridgeRampDown01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Brain\NeuronBridgeRampUp01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Brain\NeuronBridgeStraight01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Brain\NeuronBridgeTurnLeft01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Brain\NeuronBridgeTurnRight01.nif,,10,0
BSEffectShaderProperty|Default|SPF1=2147483696|SPF2=0,BSEffectShaderProperty,Default,2147483696,2147483696,0x80000030,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, ZBuffer_Test",0,0,0x00000000,,10,4,10,4,0,0,0,4,6,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\WorkingExamples\NonLitWE.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interface\Objects\PADashDials01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interface\Objects\PADashDials01SUW.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interface\Objects\PADashDials01UW.nif,,10,0
BSEffectShaderProperty|Default|SPF1=2684354720|SPF2=1073741872,BSEffectShaderProperty,Default,2684354720,2684354720,0xA00000A0,"GreyscaleToPalette_Alpha, Environment_Mapping, External_Emittance, ZBuffer_Test",1073741872,1073741872,0x40000030,"Double_Sided, Vertex_Colors, Effect_Lighting",10,3,10,3,0,0,10,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Vertibird\CharacterAssets\VbirdDeathExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Vertibird\CharacterAssets\VertibirdGlassExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Vertibird\CharacterAssets\VertibirdTorsoReplace.nif,,10,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2353004674|SPF2=17,BSLightingShaderProperty,EnvironmentMap,2353004674,2353004674,0x8C400082,"Skinned, Environment_Mapping, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",17,17,0x00000011,"ZBuffer_Write, Double_Sided",9,9,9,9,0,0,7,0,2,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\Baby.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\BabyBundled.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\FaceParts\EyeParts.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\FaceParts\EyeParts_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\FaceParts\FemaleChildEyeLashes.nif,,9,0
BSEffectShaderProperty|Default|SPF1=3758096432|SPF2=1073741872,BSEffectShaderProperty,Default,3758096432,3758096432,0xE0000030,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, External_Emittance, Soft_Effect, ZBuffer_Test",1073741872,1073741872,0x40000030,"Double_Sided, Vertex_Colors, Effect_Lighting",9,9,9,9,0,0,0,8,1,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MPSDirtImpactDust02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MPSMuzSmokeLaser01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MPSMuzSmokeLaserLtBlue.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MPSSmokeFireMed01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MPSSmokeLaserImpact.nif,,9,0
BSEffectShaderProperty|Default|SPF1=2684354754|SPF2=1073741840,BSEffectShaderProperty,Default,2684354754,2684354754,0xA00000C2,"Skinned, Use_Falloff, Environment_Mapping, External_Emittance, ZBuffer_Test",1073741840,1073741840,0x40000010,"Double_Sided, Effect_Lighting",9,9,9,9,0,0,0,0,9,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Armor\VaultTecSecurity\HelmetCovenant_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Armor\VaultTecSecurity\HelmetFCovenant.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Armor\VaultTecSecurity\HelmetFCovenant_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Armor\VaultTecSecurity\HelmetF_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Armor\VaultTecSecurity\VTSecurityHelmet_faceBones.nif,,9,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2151678617|SPF2=161,BSLightingShaderProperty,EnvironmentMap,2151678617,2151678617,0x80400299,"Specular, Vertex_Alpha, GreyscaleToPalette_Color, Environment_Mapping, Cast_Shadows, Own_Emit, ZBuffer_Test",161,161,0x000000A1,"ZBuffer_Write, Vertex_Colors, Transform_Changed",9,9,9,9,0,0,0,0,9,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00049414.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00049417.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004942E.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00049433.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00049449.NIF,,9,0
BSLightingShaderProperty|GlowShader|SPF1=2151677954|SPF2=193,BSLightingShaderProperty,GlowShader,2151677954,2151677954,0x80400002,"Skinned, Own_Emit, ZBuffer_Test",193,193,0x000000C1,"ZBuffer_Write, Glow_Map, Transform_Changed",9,9,9,9,0,0,9,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\FeralGhoul\CharacterAssets\FeralGhoulHead1.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\FeralGhoul\CharacterAssets\FeralGhoulHead2.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\FeralGhoul\CharacterAssets\FeralGhoulHead3.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\FeralGhoul\CharacterAssets\FeralGhoulHead4.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\FeralGhoul\CharacterAssets\FeralGhoulHeadBubble1.nif,,9,0
BSEffectShaderProperty|Default|SPF1=2885681154|SPF2=1073741856,BSEffectShaderProperty,Default,2885681154,2885681154,0xAC000002,"Skinned, Decal, Dynamic_Decal, External_Emittance, ZBuffer_Test",1073741856,1073741856,0x40000020,"Vertex_Colors, Effect_Lighting",9,9,9,9,0,0,9,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\FaceParts\FemaleChildEyesAO.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\FaceParts\FemaleEyesAO.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\FaceParts\FemaleEyesAO_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\FaceParts\GhoulChildEyesAO.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\FaceParts\MaleChildEyesAO.nif,,9,0
BSLightingShaderProperty|Default|SPF1=2353005065|SPF2=134217769,BSLightingShaderProperty,Default,2353005065,2353005065,0x8C400209,"Specular, Vertex_Alpha, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",134217769,134217769,0x08000029,"ZBuffer_Write, No_Fade, Vertex_Colors, VATS_Target_Draw_All",9,9,9,9,0,9,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Concrete\Small_FloorCeilDmg\BldConcSmDmgCeilBg01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Concrete\Small_FloorCeilDmg\BldConcSmDmgCeilBg02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Concrete\Small_FloorCeilDmg\BldConcSmDmgCeilBg03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Concrete\Small_FloorCeilDmg\BldConcSmDmgCeilBg04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Concrete\Small_FloorCeilDmg\BldConcSmDmgCeilBg05.nif,,9,0
BSLightingShaderProperty|Default|SPF1=2151677971|SPF2=145,BSLightingShaderProperty,Default,2151677971,2151677971,0x80400013,"Specular, Skinned, GreyscaleToPalette_Color, Own_Emit, ZBuffer_Test",145,145,0x00000091,"ZBuffer_Write, Double_Sided, Transform_Changed",9,9,9,9,0,0,9,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\0003D834.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\0003FEC8.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\0004AF24.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\0005E561.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\000D604F.NIF,,9,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2353005185|SPF2=17,BSLightingShaderProperty,EnvironmentMap,2353005185,2353005185,0x8C400281,"Specular, Environment_Mapping, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",17,17,0x00000011,"ZBuffer_Write, Double_Sided",9,8,9,8,0,9,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\ECDowns\ECDBenchBrkn01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\ECDowns\ECDBenchBrkn02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Unique\Cabins\Cabin01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Unique\Cabins\Cabin01FloorHatch.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Unique\Cabins\Cabin01NoFence.nif,,9,0
BSLightingShaderProperty|Default|SPF1=2151678475|SPF2=49,BSLightingShaderProperty,Default,2151678475,2151678475,0x8040020B,"Specular, Skinned, Vertex_Alpha, Cast_Shadows, Own_Emit, ZBuffer_Test",49,49,0x00000031,"ZBuffer_Write, Double_Sided, Vertex_Colors",9,8,9,8,0,0,3,0,6,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\ConcMuseum\BannerMuseumMural01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\ConcMuseum\BannerMuseumMural02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\ConcMuseum\BannerMuseumMural03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\ConcMuseum\BannerMuseumMural04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\ConcMuseum\BannerMuseumMural05.nif,,9,0
BSLightingShaderProperty|Default|SPF1=2353004552|SPF2=41,BSLightingShaderProperty,Default,2353004552,2353004552,0x8C400008,"Vertex_Alpha, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",41,41,0x00000029,"ZBuffer_Write, No_Fade, Vertex_Colors",9,6,9,6,0,2,0,0,7,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld06FrontMetalCom02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\ConcMuseum\MuseumExhibitRevere01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\DC_Graffiti\DC_Graffiti_City01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\DC_Graffiti\DC_Graffiti_Diamond01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\SandbagWalls\SandbagWallSmallExplosion.nif,,9,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2151678601|SPF2=129,BSLightingShaderProperty,EnvironmentMap,2151678601,2151678601,0x80400289,"Specular, Vertex_Alpha, Environment_Mapping, Cast_Shadows, Own_Emit, ZBuffer_Test",129,129,0x00000081,"ZBuffer_Write, Transform_Changed",9,6,9,6,0,0,0,0,9,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00049464.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00101AD9.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM002040F6.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM002040F8.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM002040FA.NIF,,9,0
BSLightingShaderProperty|Default|SPF1=2151710720|SPF2=48,BSLightingShaderProperty,Default,2151710720,2151710720,0x80408000,"Refraction, Own_Emit, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",9,5,9,5,0,0,0,9,0,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\GammaGunExplosionShotgun.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MS09ForcePushAlienProjectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MS09JacksRadiationExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MS09JacksRadiationProjectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MS09PushAlienProjectile.nif,,9,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2353004673|SPF2=33,BSLightingShaderProperty,EnvironmentMap,2353004673,2353004673,0x8C400081,"Specular, Environment_Mapping, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",8,8,8,8,0,6,0,2,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\AshPileMirelurkQueenGoo.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\AshPilePlasmaGoo.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadCurveLeft01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadEnd01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadEnd02.nif,,8,0
BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=67108897,BSLightingShaderProperty,Default,2151678473,2151678473,0x80400209,"Specular, Vertex_Alpha, Cast_Shadows, Own_Emit, ZBuffer_Test",67108897,67108897,0x04000021,"ZBuffer_Write, Vertex_Colors, Gradient_Remap",8,8,8,8,0,8,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld04CornerBrickRes01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld04FrontBrickRes02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld04FrontBrickRes04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld04FrontBrickRes06.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld05FrontBrickCom01.nif,,8,0
BSLightingShaderProperty|Default|SPF1=2353005059|SPF2=129,BSLightingShaderProperty,Default,2353005059,2353005059,0x8C400203,"Specular, Skinned, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",129,129,0x00000081,"ZBuffer_Write, Transform_Changed",8,8,8,8,0,0,0,0,8,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Armor\CombatArmor\F_Torso_Heavy.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Armor\CombatArmor\F_Torso_Lite.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Armor\CombatArmor\F_Torso_Mid.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Armor\CombatArmor\M_Torso_Heavy.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Armor\CombatArmor\M_Torso_Lite.nif,,8,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2353004681|SPF2=41,BSLightingShaderProperty,EnvironmentMap,2353004681,2353004681,0x8C400089,"Specular, Vertex_Alpha, Environment_Mapping, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",41,41,0x00000029,"ZBuffer_Write, No_Fade, Vertex_Colors",8,8,8,8,0,8,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\GSDrainageFlow\GSDrainageFlowCurve01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\GSDrainageFlow\GSDrainageFlowCurve02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\GSDrainageFlow\GSDrainageFlowEnd01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\GSDrainageFlow\GSDrainageFlowFork01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\GSDrainageFlow\GSDrainageFlowFork02.nif,,8,0
BSLightingShaderProperty|Default|SPF1=2151678489|SPF2=161,BSLightingShaderProperty,Default,2151678489,2151678489,0x80400219,"Specular, Vertex_Alpha, GreyscaleToPalette_Color, Cast_Shadows, Own_Emit, ZBuffer_Test",161,161,0x000000A1,"ZBuffer_Write, Vertex_Colors, Transform_Changed",8,8,8,8,0,0,0,0,8,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM000A4F3A.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00120B8D.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00120B92.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00180E67.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00180E6A.NIF,,8,0
BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741968,BSEffectShaderProperty,Default,2684354752,2684354752,0xA00000C0,"Use_Falloff, Environment_Mapping, External_Emittance, ZBuffer_Test",1073741968,1073741968,0x40000090,"Double_Sided, Transform_Changed, Effect_Lighting",8,8,8,8,0,0,0,0,8,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM000A4F3A.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM000B71AA.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00120AF5.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00120B10.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00120B16.NIF,,8,0
BSEffectShaderProperty|Default|SPF1=2684354608|SPF2=1073741840,BSEffectShaderProperty,Default,2684354608,2684354608,0xA0000030,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, External_Emittance, ZBuffer_Test",1073741840,1073741840,0x40000010,"Double_Sided, Effect_Lighting",8,8,8,8,0,3,0,0,5,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FederalistFurniture\FederalistDisplayBoxMidNarrowIntact01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FederalistFurniture\FederalistDisplayBoxMidNarrowIntactLid01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FederalistFurniture\FederalistDisplayBoxMidTallIntact01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FederalistFurniture\FederalistDisplayBoxMidTallIntactLid01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FederalistFurniture\FederalistDisplayBoxWallTallIntact01.nif,,8,0
BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=33,BSLightingShaderProperty,Default,2353004544,2353004544,0x8C400000,"Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",8,8,8,8,0,0,0,0,8,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Vehicles\Automotive\CarMini01Hulk.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Vehicles\Automotive\CarMini01HulkStatic.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Vehicles\Automotive\Coupe01_PostwarHulk.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Vehicles\Automotive\FusionFlea01_PostwarHulk.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Vehicles\Automotive\PickUpTruck01_PostwarHulk.nif,,8,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2353004681|SPF2=33,BSLightingShaderProperty,EnvironmentMap,2353004681,2353004681,0x8C400089,"Specular, Vertex_Alpha, Environment_Mapping, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",8,8,8,8,0,8,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadCurveRight01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadRampDown01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadShiftRightLong01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadStr02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadStr04.nif,,8,0
BSLightingShaderProperty|Default|SPF1=2353005064|SPF2=41,BSLightingShaderProperty,Default,2353005064,2353005064,0x8C400208,"Vertex_Alpha, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",41,41,0x00000029,"ZBuffer_Write, No_Fade, Vertex_Colors",8,8,8,8,0,8,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadCurveRight01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadRampDown01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadShiftRightLong01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadStr02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\Dirt\DirtRoadStr04.nif,,8,0
